Batch_ID,Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Updated_Balance,Investment_Amount,Investment_Type,Is_Anomaly,Transaction_Date,Year,Month,Day,Processed_At
BATCH_20251109_161848,300570,208362,Current,50621,2223.0,48398.0,26339,Mutual Fund,0,2022-12-09,2022,12,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300571,207880,Savings,34576,113.0,34463.0,10780,Fixed Deposit,0,2025-01-07,2025,1,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300572,207122,Savings,56780,1055.4930535015458,55724.506946498455,23376,Fixed Deposit,0,2022-07-30,2022,7,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300573,202399,Business,45889,164.33254047671218,45724.66745952329,27085,Recurring Deposit,0,2023-06-04,2023,6,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300574,204955,Business,37337,1121.0,36216.0,27750,Fixed Deposit,0,2024-05-29,2024,5,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300575,201374,Savings,54392,4679.0,49713.0,3955,Recurring Deposit,0,2025-01-15,2025,1,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300576,201596,Savings,1205,3473.0,-2268.0,27866,Fixed Deposit,1,2024-11-28,2024,11,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300577,209187,Business,55153,3699.0,51454.0,12092,Mutual Fund,0,2024-11-06,2024,11,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300578,206284,Savings,7233,3300.0,3933.0,22532,Fixed Deposit,0,2023-08-23,2023,8,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300579,200745,Current,27482,2828.0,24654.0,48331,Fixed Deposit,0,2022-08-13,2022,8,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300580,205484,Savings,66705,1856.0,64849.0,12370,Fixed Deposit,0,2023-03-20,2023,3,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300581,208934,Savings,55509,894.0,54615.0,23244,Fixed Deposit,0,2025-01-29,2025,1,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300582,209685,Savings,60854,2209.0,58645.0,23003,Fixed Deposit,0,2023-07-16,2023,7,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300583,203520,Savings,67959,229.66550659387968,67729.33449340612,12957,Recurring Deposit,0,2023-03-04,2023,3,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300584,203422,Current,96397,406.0,95991.0,45591,Recurring Deposit,0,2023-01-24,2023,1,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300585,203155,Current,50571,728.0,49843.0,37458,Recurring Deposit,0,2022-11-04,2022,11,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300586,202723,Savings,99700,1979.0,97721.0,1695,Mutual Fund,0,2022-04-27,2022,4,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300587,204268,Savings,12450,4396.0,8054.0,3536,Recurring Deposit,0,2022-05-31,2022,5,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300588,206025,Savings,24815,4292.0,20523.0,33405,Mutual Fund,0,2023-04-05,2023,4,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300589,206061,Current,14398,2565.0,11833.0,41097,Mutual Fund,0,2024-03-28,2024,3,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300590,204240,Business,55504,4945.0,50559.0,34539,Mutual Fund,0,2024-10-25,2024,10,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300591,203522,Savings,36124,510.0,35614.0,36295,Recurring Deposit,0,2022-07-12,2022,7,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300592,201171,Business,30386,712.0,29674.0,26871,Fixed Deposit,0,2024-02-26,2024,2,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300593,206269,Current,48236,708.0,47528.0,27947,Recurring Deposit,0,2023-12-24,2023,12,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300594,206029,Savings,64313,2441.0,61872.0,33283,Recurring Deposit,0,2024-11-23,2024,11,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300595,209856,Current,15070,4998.0,10072.0,30659,Recurring Deposit,0,2024-08-31,2024,8,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300596,202722,Savings,53985,1399.0,52586.0,13008,Recurring Deposit,0,2023-01-17,2023,1,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300597,207633,Business,17114,2428.0,14686.0,32961,Recurring Deposit,0,2025-03-06,2025,3,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300598,208874,Business,9471,4800.0,4671.0,20174,Recurring Deposit,1,2023-11-07,2023,11,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300599,207242,Savings,71122,2070.0,69052.0,19781,Fixed Deposit,0,2024-04-26,2024,4,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300600,201509,Savings,68530,293.0,68237.0,19545,Recurring Deposit,0,2023-12-01,2023,12,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300601,207935,Business,51893,2704.0,49189.0,27292,Fixed Deposit,0,2023-04-04,2023,4,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300602,202263,Current,63600,1897.0,61703.0,8304,Mutual Fund,0,2022-11-05,2022,11,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300603,206886,Savings,75175,797.0,74378.0,34193,Mutual Fund,0,2025-01-03,2025,1,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300604,202284,Current,56492,4012.0,52480.0,33890,Fixed Deposit,0,2025-02-21,2025,2,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300605,202959,Savings,52065,4238.0,47827.0,5149,Fixed Deposit,0,2022-03-29,2022,3,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300606,209848,Savings,28738,1907.0,26831.0,16690,Mutual Fund,0,2022-09-02,2022,9,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300607,203266,Savings,62322,113.0,62209.0,15200,Recurring Deposit,0,2024-01-10,2024,1,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300608,209465,Business,49776,4214.0,45562.0,2432,Recurring Deposit,0,2023-02-23,2023,2,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300609,203518,Business,74548,4827.120798054521,69720.87920194548,40009,Fixed Deposit,0,2022-12-19,2022,12,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300610,206215,Savings,72740,3563.0,69177.0,2114,Mutual Fund,0,2025-03-06,2025,3,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300611,202015,Current,42810,2451.0,40359.0,14833,Recurring Deposit,0,2024-06-02,2024,6,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300612,209109,Savings,50223,4486.0,45737.0,13529,Fixed Deposit,0,2024-03-11,2024,3,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300613,209143,Current,81694,1321.0,80373.0,6060,Mutual Fund,0,2022-06-07,2022,6,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300614,207663,Savings,34219,4550.0,29669.0,17779,Mutual Fund,0,2024-08-02,2024,8,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300615,208346,Current,82771,4462.0,78309.0,3311,Fixed Deposit,0,2023-04-12,2023,4,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300616,208492,Current,70400,1023.0,69377.0,17069,Fixed Deposit,0,2022-09-25,2022,9,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300617,208386,Savings,91310,1707.0,89603.0,5439,Mutual Fund,0,2024-02-28,2024,2,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300618,207564,Savings,89887,4284.0,85603.0,26368,Recurring Deposit,0,2022-10-14,2022,10,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300619,206352,Savings,54530,2077.0,52453.0,3860,Mutual Fund,0,2024-03-11,2024,3,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300620,201437,Business,72655,1661.0,70994.0,17558,Recurring Deposit,0,2025-01-21,2025,1,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300621,208924,Current,26750,4111.0,22639.0,22693,Mutual Fund,0,2024-06-23,2024,6,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300622,203044,Savings,20495,1906.0,18589.0,3262,Recurring Deposit,0,2024-08-05,2024,8,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300623,201451,Business,13658,1948.0,11710.0,47150,Mutual Fund,0,2024-10-01,2024,10,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300624,207087,Savings,11232,2096.0,9136.0,4290,Fixed Deposit,0,2023-07-26,2023,7,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300625,204709,Business,79300,2638.0,76662.0,3412,Mutual Fund,0,2024-02-06,2024,2,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300626,201288,Business,5153,1764.0,3389.0,33260,Fixed Deposit,0,2024-10-27,2024,10,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300627,203247,Current,36363,238.0,36125.0,37576,Recurring Deposit,0,2024-05-13,2024,5,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300628,201375,Savings,32996,4471.0,28525.0,41120,Recurring Deposit,0,2024-01-12,2024,1,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300629,204279,Business,9905,1666.0,8239.0,44151,Mutual Fund,0,2024-07-19,2024,7,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300630,207491,Savings,48519,3919.0,44600.0,38557,Fixed Deposit,0,2024-02-11,2024,2,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300631,203973,Current,77014,710.0,76304.0,2406,Fixed Deposit,0,2022-11-23,2022,11,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300632,204594,Business,23911,3338.0,20573.0,20359,Recurring Deposit,0,2024-03-27,2024,3,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300633,200999,Savings,62846,4642.0,58204.0,29465,Mutual Fund,0,2024-02-18,2024,2,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300634,206338,Current,32911,4550.0,28361.0,44976,Fixed Deposit,0,2023-04-27,2023,4,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300635,202042,Current,43415,3678.141127812727,39736.85887218727,38565,Fixed Deposit,0,2023-04-09,2023,4,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300636,201044,Business,9087,1046.0,8041.0,47342,Mutual Fund,0,2024-12-05,2024,12,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300637,204893,Current,84668,1239.0,83429.0,28963,Fixed Deposit,0,2023-05-25,2023,5,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300638,205688,Business,19732,1100.0,18632.0,26382,Recurring Deposit,0,2024-06-07,2024,6,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300639,209270,Current,70484,3236.0,67248.0,30772,Recurring Deposit,0,2024-04-11,2024,4,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300640,204399,Savings,15938,1331.0,14607.0,47642,Mutual Fund,0,2024-11-18,2024,11,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300641,209749,Savings,41462,208.0,41254.0,45934,Fixed Deposit,0,2023-03-27,2023,3,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300642,205260,Current,99885,1903.0,97982.0,47548,Recurring Deposit,0,2023-05-21,2023,5,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300643,202136,Savings,15040,2303.0,12737.0,34915,Fixed Deposit,0,2024-02-02,2024,2,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300644,202927,Current,44649,3939.0,40710.0,6243,Recurring Deposit,0,2022-07-19,2022,7,19,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300645,201834,Current,97249,1112.0,96137.0,34484,Recurring Deposit,0,2023-06-07,2023,6,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300646,207754,Current,19785,683.0,19102.0,20619,Recurring Deposit,0,2023-03-20,2023,3,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300647,204400,Current,99944,1858.0,98086.0,30195,Fixed Deposit,0,2023-05-17,2023,5,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300648,203819,Business,13920,2908.0,11012.0,43311,Recurring Deposit,0,2023-08-24,2023,8,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300649,207384,Savings,40093,1233.0,38860.0,13783,Mutual Fund,0,2023-07-30,2023,7,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300650,204379,Savings,82020,4225.0,77795.0,6226,Mutual Fund,0,2024-07-07,2024,7,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300651,207529,Savings,17493,3162.0,14331.0,10404,Fixed Deposit,0,2022-07-24,2022,7,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300652,207535,Business,69993,1542.0,68451.0,37718,Recurring Deposit,0,2022-10-21,2022,10,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300653,208632,Current,29393,4553.0,24840.0,45153,Mutual Fund,0,2022-11-10,2022,11,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300654,203954,Business,45995,4792.0,41203.0,25811,Mutual Fund,0,2023-03-15,2023,3,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300655,209660,Savings,41150,1504.0,39646.0,48094,Recurring Deposit,0,2023-11-06,2023,11,6,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300656,201962,Current,76878,875.0,76003.0,29438,Fixed Deposit,0,2025-03-03,2025,3,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300657,203448,Current,30075,830.0,29245.0,25860,Fixed Deposit,0,2022-11-13,2022,11,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300658,203567,Current,43554,388.0,43166.0,45465,Fixed Deposit,0,2023-02-16,2023,2,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300659,207817,Savings,49159,1199.0,47960.0,7807,Fixed Deposit,0,2022-06-28,2022,6,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300660,202894,Savings,60640,398.0,60242.0,12413,Recurring Deposit,0,2023-12-25,2023,12,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300661,203010,Business,79629,1680.0,77949.0,29171,Fixed Deposit,0,2023-12-14,2023,12,14,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300662,203863,Savings,46598,845.0,45753.0,26423,Recurring Deposit,0,2023-08-17,2023,8,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300663,207325,Current,80516,4121.0,76395.0,25768,Recurring Deposit,0,2024-07-10,2024,7,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300664,200744,Current,47817,3658.0,44159.0,5978,Recurring Deposit,0,2024-03-13,2024,3,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300665,207392,Savings,33562,4310.0,29252.0,26501,Fixed Deposit,0,2023-12-26,2023,12,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300666,200556,Current,3460,4074.0,-614.0,35851,Fixed Deposit,1,2022-06-25,2022,6,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300667,203800,Current,47682,263.0,47419.0,42705,Recurring Deposit,0,2023-02-05,2023,2,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300668,204725,Business,59334,2940.0,56394.0,7566,Recurring Deposit,0,2024-01-02,2024,1,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300669,201851,Current,42790,2360.0,40430.0,22177,Recurring Deposit,0,2023-11-16,2023,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300670,202356,Current,19166,392.0,18774.0,21021,Recurring Deposit,0,2024-09-13,2024,9,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300671,203864,Savings,74697,495.0,74202.0,9457,Recurring Deposit,0,2025-03-05,2025,3,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300672,204197,Savings,89912,2807.685512844428,87104.31448715557,11296,Mutual Fund,0,2022-04-20,2022,4,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300673,206275,Current,75259,2569.0,72690.0,20659,Recurring Deposit,0,2024-08-31,2024,8,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300674,201883,Business,92806,1691.0,91115.0,11318,Recurring Deposit,0,2023-11-01,2023,11,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300675,204297,Business,14342,3251.0,11091.0,40675,Mutual Fund,0,2024-03-30,2024,3,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300676,207454,Current,46446,2084.0,44362.0,40293,Mutual Fund,0,2022-03-30,2022,3,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300677,203843,Current,19655,1504.0,18151.0,31749,Recurring Deposit,0,2023-09-18,2023,9,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300678,206437,Current,18910,539.0,18371.0,34588,Recurring Deposit,0,2023-06-27,2023,6,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300679,208209,Current,42942,4492.0,38450.0,43572,Fixed Deposit,0,2023-11-16,2023,11,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300680,200671,Business,77284,1574.0,75710.0,24680,Mutual Fund,0,2023-12-31,2023,12,31,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300681,206092,Business,44056,4696.0,39360.0,11833,Recurring Deposit,0,2024-07-04,2024,7,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300682,209330,Business,22866,623.0,22243.0,35086,Mutual Fund,0,2024-07-16,2024,7,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300683,208399,Business,50959,196.0,50763.0,15219,Recurring Deposit,0,2024-10-13,2024,10,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300684,200160,Current,67245,3092.0,64153.0,23705,Fixed Deposit,0,2023-02-26,2023,2,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300685,204414,Business,76679,2133.0,74546.0,42352,Mutual Fund,0,2024-04-17,2024,4,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300686,204557,Business,99021,1744.0,97277.0,46699,Fixed Deposit,0,2023-02-24,2023,2,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300687,201582,Business,42305,2806.0,39499.0,23524,Recurring Deposit,0,2023-05-18,2023,5,18,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300688,202956,Savings,88507,1829.0,86678.0,40130,Mutual Fund,0,2024-01-27,2024,1,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300689,206195,Current,28403,541.0,27862.0,19011,Fixed Deposit,0,2024-04-13,2024,4,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300690,208243,Business,78544,4538.0,74006.0,25599,Recurring Deposit,0,2022-05-05,2022,5,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300691,207338,Current,73172,3408.0,69764.0,11236,Fixed Deposit,0,2023-11-15,2023,11,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300692,204705,Current,50006,2731.0,47275.0,28203,Fixed Deposit,0,2023-08-25,2023,8,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300693,201744,Current,48342,4321.0,44021.0,20899,Recurring Deposit,0,2025-01-23,2025,1,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300694,206274,Savings,63105,1383.0,61722.0,40165,Recurring Deposit,0,2025-02-08,2025,2,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300695,209155,Savings,20292,4734.0,15558.0,12931,Mutual Fund,0,2023-12-09,2023,12,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300696,208117,Business,32645,1661.0,30984.0,26918,Fixed Deposit,0,2022-12-02,2022,12,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300697,204932,Current,35237,2500.0,32737.0,41477,Mutual Fund,0,2024-03-16,2024,3,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300698,201149,Savings,46802,3024.0,43778.0,6570,Recurring Deposit,0,2022-10-05,2022,10,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300699,202559,Current,26576,2131.0,24445.0,7802,Recurring Deposit,0,2024-11-11,2024,11,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300700,201067,Business,87288,2187.0,85101.0,23676,Fixed Deposit,0,2024-06-27,2024,6,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300701,201829,Current,72574,2860.0,69714.0,43260,Recurring Deposit,0,2022-05-01,2022,5,1,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300702,204283,Savings,2048,4397.0,-2349.0,43323,Fixed Deposit,1,2023-11-23,2023,11,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300703,200922,Current,38620,2688.0,35932.0,46823,Mutual Fund,0,2024-09-25,2024,9,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300704,206746,Business,93997,3512.0,90485.0,22814,Fixed Deposit,0,2024-08-13,2024,8,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300705,201550,Business,98525,1370.0,97155.0,13064,Recurring Deposit,0,2025-01-13,2025,1,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300706,202982,Savings,46604,2529.0,44075.0,24973,Mutual Fund,0,2022-05-02,2022,5,2,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300707,202044,Current,37308,2061.0,35247.0,23024,Mutual Fund,0,2022-07-29,2022,7,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300708,205813,Savings,66349,341.0,66008.0,7193,Fixed Deposit,0,2024-12-13,2024,12,13,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300709,207097,Savings,74493,3508.0,70985.0,15942,Mutual Fund,0,2024-01-15,2024,1,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300710,201597,Savings,6840,4185.0,2655.0,13319,Fixed Deposit,1,2022-10-17,2022,10,17,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300711,205709,Savings,47538,3832.0,43706.0,43024,Mutual Fund,0,2024-03-07,2024,3,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300712,202321,Savings,19947,1534.0,18413.0,9086,Recurring Deposit,0,2022-12-28,2022,12,28,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300713,204858,Savings,3219,195.0,3024.0,32603,Recurring Deposit,0,2022-06-07,2022,6,7,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300714,201317,Current,65841,205.0,65636.0,41847,Recurring Deposit,0,2023-04-29,2023,4,29,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300715,203555,Savings,31992,4334.37049230339,27657.62950769661,28221,Mutual Fund,0,2023-10-30,2023,10,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300716,204297,Savings,88476,3052.0,85424.0,38342,Recurring Deposit,0,2023-08-11,2023,8,11,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300717,201557,Current,12538,1502.0,11036.0,49046,Recurring Deposit,0,2023-02-12,2023,2,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300718,206304,Business,22333,495.0,21838.0,39313,Recurring Deposit,0,2024-02-25,2024,2,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300719,201069,Current,6688,627.0,6061.0,38828,Mutual Fund,0,2023-08-10,2023,8,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300720,200497,Current,37174,3227.0,33947.0,21121,Mutual Fund,0,2023-08-27,2023,8,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300721,200104,Business,93459,2710.0,90749.0,17474,Recurring Deposit,0,2023-10-30,2023,10,30,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300722,203753,Current,98276,4682.0,93594.0,18372,Recurring Deposit,0,2023-05-27,2023,5,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300723,205042,Business,88097,3454.0,84643.0,35639,Recurring Deposit,0,2024-01-04,2024,1,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300724,204035,Savings,10483,3628.0,6855.0,13471,Mutual Fund,0,2023-04-16,2023,4,16,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300725,205204,Current,17415,2213.0,15202.0,16321,Recurring Deposit,0,2022-07-26,2022,7,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300726,201847,Business,69014,170.0,68844.0,37871,Fixed Deposit,0,2024-03-20,2024,3,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300727,209769,Savings,68497,3051.0,65446.0,14514,Recurring Deposit,0,2022-04-20,2022,4,20,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300728,202572,Business,54469,3849.0,50620.0,45290,Fixed Deposit,0,2024-07-05,2024,7,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300729,206965,Business,89114,1910.0,87204.0,19241,Mutual Fund,0,2022-06-09,2022,6,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300730,200983,Business,22288,2075.0,20213.0,20840,Mutual Fund,0,2023-09-15,2023,9,15,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300731,206434,Current,71526,3327.0,68199.0,30696,Fixed Deposit,0,2023-03-04,2023,3,4,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300732,206482,Savings,46858,2113.0,44745.0,40251,Mutual Fund,0,2024-12-24,2024,12,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300733,204629,Business,73276,4158.0,69118.0,32529,Fixed Deposit,0,2022-07-05,2022,7,5,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300734,204647,Savings,63741,2852.0,60889.0,5687,Fixed Deposit,0,2024-12-27,2024,12,27,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300735,207540,Business,31148,2325.0,28823.0,34583,Recurring Deposit,0,2022-05-22,2022,5,22,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300736,209691,Business,96797,2563.0,94234.0,2986,Recurring Deposit,0,2022-05-08,2022,5,8,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300737,200126,Current,4025,2291.0,1734.0,13286,Mutual Fund,1,2023-04-09,2023,4,9,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300738,201757,Savings,39052,4645.0,34407.0,46350,Recurring Deposit,0,2023-01-24,2023,1,24,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300739,207390,Business,96147,2977.0,93170.0,46893,Mutual Fund,0,2022-04-21,2022,4,21,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300740,202269,Business,89401,4941.0,84460.0,25554,Mutual Fund,0,2024-11-10,2024,11,10,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300741,201614,Savings,11100,2469.0,8631.0,30604,Mutual Fund,0,2022-11-12,2022,11,12,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300742,200098,Business,77299,3830.0,73469.0,28880,Mutual Fund,0,2023-03-26,2023,3,26,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300743,201506,Current,18812,871.0,17941.0,27147,Fixed Deposit,0,2022-10-03,2022,10,3,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300744,203475,Current,26629,3125.0,23504.0,26590,Fixed Deposit,0,2024-03-25,2024,3,25,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300745,203257,Current,87312,2321.0,84991.0,13097,Recurring Deposit,0,2025-01-23,2025,1,23,2025-11-09 16:18:48.216485
BATCH_20251109_161848,300746,200375,Business,60694,4048.0,56646.0,23904,Mutual Fund,0,2022-09-14,2022,9,14,2025-11-09 16:18:48.216485
